unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1.59E+12,29-04-2020 00:00,BTC/USDT,7735.76,8988.66,7710,8784.2,871197.6,7.30E+09,2033439
1.59E+12,30-04-2020 00:00,BTC/USDT,8784.05,9479.77,8400,8624.76,944211.7,8.44E+09,2329118
1.59E+12,01-05-2020 0:00,BTC/USDT,8623.61,9065,8619.84,8830.52,417820.4,3.68E+09,1303431
1.59E+12,02-05-2020 0:00,BTC/USDT,8830.52,9020,8755.01,8975.18,295769.7,2.63E+09,893324
1.59E+12,03-05-2020 0:00,BTC/USDT,8975.18,9200,8727.24,8900,451322.7,4.05E+09,1308158
1.59E+12,04-05-2020 0:00,BTC/USDT,8899.99,8954.94,8526,8873.98,440135.3,3.85E+09,1272135
1.59E+12,05-05-2020 0:00,BTC/USDT,8873.99,9118.17,8766.12,9022.78,409920.1,3.66E+09,1172631
1.59E+12,06-05-2020 0:00,BTC/USDT,9022.76,9405,8916.01,9148.27,507753.8,4.66E+09,1337479
1.59E+12,07-05-2020 0:00,BTC/USDT,9148.29,10080,9022,9995,738920.2,7.08E+09,2004469
1.59E+12,08-05-2020 0:00,BTC/USDT,9994.74,10045.03,9726,9807.49,458034.2,4.54E+09,1342120
1.59E+12,09-05-2020 0:00,BTC/USDT,9809.63,9923.98,9528.23,9550.67,411942,4.00E+09,1189983
1.59E+12,10-05-2020 0:00,BTC/USDT,9550.25,9580,7940,8719.53,842909,7.30E+09,2157408
1.59E+12,11-05-2020 0:00,BTC/USDT,8723.23,9164,8151.12,8561.09,805165,7.00E+09,2107410
1.59E+12,12-05-2020 0:00,BTC/USDT,8560.73,8981,8520.43,8808.71,369716,3.25E+09,1104068
1.59E+12,13-05-2020 00:00,BTC/USDT,8808.71,9397,8790.04,9305.91,379719,3.45E+09,1154539
1.59E+12,14-05-2020 00:00,BTC/USDT,9305.91,9950,9250.66,9786.8,602528.4,5.80E+09,1596856
1.59E+12,15-05-2020 00:00,BTC/USDT,9787.62,9843.5,9100,9310.73,504107.1,4.78E+09,1399261
1.59E+12,16-05-2020 00:00,BTC/USDT,9311.21,9585,9210.03,9374.99,287768.2,2.71E+09,918028
1.59E+12,17-05-2020 00:00,BTC/USDT,9374.99,9880,9317.16,9678.57,300859.3,2.90E+09,973266
1.59E+12,18-05-2020 00:00,BTC/USDT,9677.31,9958.67,9450,9731.1,363732.4,3.53E+09,1065425
1.59E+12,19-05-2020 00:00,BTC/USDT,9731.11,9900,9462,9773.64,376313.8,3.64E+09,1062705
1.59E+12,20-05-2020 00:00,BTC/USDT,9772.66,9838,9281.42,9508.11,334423.6,3.22E+09,920679
1.59E+12,21-05-2020 00:00,BTC/USDT,9508,9573,8812.2,9060,461439.2,4.24E+09,1286185
1.59E+12,22-05-2020 00:00,BTC/USDT,9060,9259.38,8920,9166.4,276008.1,2.52E+09,772928
1.59E+12,23-05-2020 00:00,BTC/USDT,9166.43,9300,9076.9,9176.41,201589.7,1.85E+09,582528
1.59E+12,24-05-2020 00:00,BTC/USDT,9176.32,9294.44,8674,8711.37,339643.4,3.07E+09,872058
1.59E+12,25-05-2020 00:00,BTC/USDT,8711.37,8977,8623.38,8895.65,302980.1,2.67E+09,775095
1.59E+12,26-05-2020 00:00,BTC/USDT,8895.66,9011.82,8693.18,8837.05,275619.2,2.44E+09,736181
1.59E+12,27-05-2020 00:00,BTC/USDT,8837.88,9230,8811,9197.32,272254,2.47E+09,700725
1.59E+12,28-05-2020 00:00,BTC/USDT,9197.32,9621.65,9110.97,9569.59,327412.4,3.06E+09,801469
1.59E+12,29-05-2020 00:00,BTC/USDT,9569.58,9598,9317.42,9422.26,238691.3,2.26E+09,627717
1.59E+12,30-05-2020 00:00,BTC/USDT,9422.11,9753,9326.01,9695,255234.1,2.43E+09,691896
1.59E+12,31-05-2020 00:00,BTC/USDT,9694.38,9698,9371.76,9446.43,219829.4,2.10E+09,676486
1.59E+12,01-06-2020 0:00,BTC/USDT,9446.49,10497.25,9420.85,10232.48,333740.5,3.27E+09,922467
1.59E+12,02-06-2020 0:00,BTC/USDT,10232.41,10262.3,9264.15,9514.9,354168.5,3.46E+09,939395
1.59E+12,03-06-2020 0:00,BTC/USDT,9514.9,9694.75,9382.33,9663.59,185389.4,1.77E+09,571997
1.59E+12,04-06-2020 0:00,BTC/USDT,9663.58,9884,9440,9788.33,264515.3,2.56E+09,769445
1.59E+12,05-06-2020 0:00,BTC/USDT,9788.32,9855,9580.52,9617.29,237103,2.31E+09,674699
1.59E+12,06-06-2020 0:00,BTC/USDT,9616.64,9738.77,9528,9664,152526.7,1.47E+09,507355
1.59E+12,07-06-2020 0:00,BTC/USDT,9664.01,9823.13,9373,9743.92,253986.3,2.44E+09,695541
1.59E+12,08-06-2020 0:00,BTC/USDT,9743.92,9816,9631,9778.87,162086.4,1.58E+09,474606
1.59E+12,09-06-2020 0:00,BTC/USDT,9778.87,9890,9550.03,9771.66,204422.8,1.99E+09,553812
1.59E+12,10-06-2020 0:00,BTC/USDT,9771.66,10015.99,9681.21,9884.99,193628.1,1.90E+09,551989
1.59E+12,11-06-2020 0:00,BTC/USDT,9884.99,9970.1,9055.07,9278.03,404046.6,3.86E+09,1027558
1.59E+12,12-06-2020 0:00,BTC/USDT,9277.72,9550,9238,9458.91,211611.3,1.99E+09,641434
1.59E+12,13-06-2020 00:00,BTC/USDT,9458.77,9497.85,9340,9468.54,113449.1,1.07E+09,348090
1.59E+12,14-06-2020 00:00,BTC/USDT,9468.55,9477,9240.97,9339.61,143978.5,1.35E+09,422272
1.59E+12,15-06-2020 00:00,BTC/USDT,9339.7,9490.83,8888.43,9422.01,413865.7,3.81E+09,1088825
1.59E+12,16-06-2020 00:00,BTC/USDT,9422.01,9595,9370,9519.12,225713.2,2.14E+09,641488
1.59E+12,17-06-2020 00:00,BTC/USDT,9519.13,9569,9231.03,9458.45,227477.4,2.14E+09,623537
1.59E+12,18-06-2020 00:00,BTC/USDT,9458.45,9483.85,9272.41,9381.59,158349.2,1.49E+09,477815
1.59E+12,19-06-2020 00:00,BTC/USDT,9381.99,9453,9239,9307,219510.1,2.05E+09,588538
1.59E+12,20-06-2020 00:00,BTC/USDT,9307,9394.29,9165,9354.04,154462.3,1.44E+09,425349
1.59E+12,21-06-2020 00:00,BTC/USDT,9353.84,9420.47,9279,9293.51,110599.6,1.03E+09,316619
1.59E+12,22-06-2020 00:00,BTC/USDT,9293.39,9795,9273,9686.99,260561.6,2.48E+09,634767
1.59E+12,23-06-2020 00:00,BTC/USDT,9686.99,9723.23,9585,9631.66,164673.5,1.59E+09,432869
1.59E+12,24-06-2020 00:00,BTC/USDT,9631.65,9678,9210,9298.4,300450.3,2.83E+09,748649
1.59E+12,25-06-2020 00:00,BTC/USDT,9298.78,9350.9,9005,9246.75,272566.5,2.51E+09,724717
1.59E+12,26-06-2020 00:00,BTC/USDT,9246.75,9297.16,9038.52,9159.99,249348.7,2.29E+09,682581
1.59E+12,27-06-2020 00:00,BTC/USDT,9159.99,9195.75,8816.4,9008,237840.2,2.15E+09,635966
1.59E+12,28-06-2020 00:00,BTC/USDT,9008,9188,8932.68,9114,153842.9,1.40E+09,480457
1.59E+12,29-06-2020 00:00,BTC/USDT,9114.01,9233,9022,9189.48,176660.5,1.61E+09,513754
1.59E+12,30-06-2020 00:00,BTC/USDT,9189.99,9205,9063.97,9138.87,143469.8,1.31E+09,418034
1.59E+12,01-07-2020 0:00,BTC/USDT,9138.88,9293,9090,9233.29,161642.2,1.49E+09,446516
1.59E+12,02-07-2020 0:00,BTC/USDT,9233.29,9262.99,8936,9087.72,230747.5,2.11E+09,649904
1.59E+12,03-07-2020 0:00,BTC/USDT,9087.72,9124.52,9036.06,9057.52,96947.34,8.81E+08,334878
1.59E+12,04-07-2020 0:00,BTC/USDT,9058.07,9194,9042.84,9137.18,100215.4,9.13E+08,300402
1.59E+12,05-07-2020 0:00,BTC/USDT,9137.18,9146.35,8900,9071.86,139545.6,1.26E+09,424855
1.59E+12,06-07-2020 0:00,BTC/USDT,9071.87,9379,9058.1,9339.6,199643.8,1.84E+09,543847
1.59E+12,07-07-2020 0:00,BTC/USDT,9339.59,9380,9201.23,9258.51,127834,1.18E+09,405928
1.59E+12,08-07-2020 0:00,BTC/USDT,9258.51,9470,9233.47,9436.08,170243,1.59E+09,503111
1.59E+12,09-07-2020 0:00,BTC/USDT,9436.08,9440.81,9164.33,9236.28,188355.9,1.75E+09,526694
1.59E+12,10-07-2020 0:00,BTC/USDT,9236.29,9317.24,9121.42,9288.39,140849.9,1.30E+09,418173
1.59E+12,11-07-2020 0:00,BTC/USDT,9288.39,9301.74,9178.91,9233.5,74976.52,6.92E+08,268041
1.59E+12,12-07-2020 0:00,BTC/USDT,9233.5,9349,9155,9300.69,127841.9,1.18E+09,369869
1.59E+12,13-07-2020 00:00,BTC/USDT,9300.7,9345,9200,9241.2,136117.7,1.26E+09,407784
1.59E+12,14-07-2020 00:00,BTC/USDT,9241.18,9279,9116,9254.17,129704.3,1.19E+09,381121
1.59E+12,15-07-2020 00:00,BTC/USDT,9254.17,9272.56,9156,9197.3,104107.7,9.60E+08,307679
1.59E+12,16-07-2020 00:00,BTC/USDT,9197.75,9223,9044.02,9132,148089.5,1.35E+09,402299
1.59E+12,17-07-2020 00:00,BTC/USDT,9132,9187,9087,9151.69,80940.58,7.40E+08,244169
1.60E+12,18-07-2020 00:00,BTC/USDT,9151.7,9210,9121.98,9171.8,63233.6,5.80E+08,206354
1.60E+12,19-07-2020 00:00,BTC/USDT,9171.79,9239.59,9108,9210.51,75554.58,6.92E+08,243001
1.60E+12,20-07-2020 00:00,BTC/USDT,9210.68,9221,9131.01,9161.13,72429.69,6.64E+08,245657
1.60E+12,21-07-2020 00:00,BTC/USDT,9161.28,9439.6,9152.62,9388.01,179211.3,1.67E+09,515483
1.60E+12,22-07-2020 00:00,BTC/USDT,9388,9543,9272,9518.25,126598.9,1.19E+09,417994
1.60E+12,23-07-2020 00:00,BTC/USDT,9518.25,9678.32,9439.86,9604.41,166990.1,1.59E+09,566970
1.60E+12,24-07-2020 00:00,BTC/USDT,9604.41,9650,9470,9539.7,133975.1,1.28E+09,531836
1.60E+12,25-07-2020 00:00,BTC/USDT,9539.7,9735.1,9526.31,9701.49,133377.6,1.28E+09,517523
1.60E+12,26-07-2020 00:00,BTC/USDT,9701.54,10300,9655.2,9939.69,261998.8,2.60E+09,811567
1.60E+12,27-07-2020 00:00,BTC/USDT,9939.68,11488,9928.61,11047.58,744752.4,7.89E+09,2085818
1.60E+12,28-07-2020 00:00,BTC/USDT,11047.58,11270,10580,10919.94,499486.7,5.48E+09,1527878
1.60E+12,29-07-2020 00:00,BTC/USDT,10919.94,11364.8,10844.34,11113.03,356188.8,3.97E+09,1016186
1.60E+12,30-07-2020 00:00,BTC/USDT,11113.01,11195.52,10826.55,11111.96,230328,2.54E+09,705335
1.60E+12,31-07-2020 00:00,BTC/USDT,11111.97,11450.42,10971.78,11343.68,307399.7,3.46E+09,843301
1.60E+12,01-08-2020 0:00,BTC/USDT,11343.67,11887.45,11201,11811.42,386322.6,4.49E+09,1058421
1.60E+12,02-08-2020 0:00,BTC/USDT,11811.43,12154.25,10490,11079.72,492803.4,5.58E+09,1353476
1.60E+12,03-08-2020 0:00,BTC/USDT,11080.7,11483,10923,11227.07,238654.6,2.69E+09,698614
1.60E+12,04-08-2020 0:00,BTC/USDT,11227.07,11427.38,11025,11200.05,200044.9,2.25E+09,628935
1.60E+12,05-08-2020 0:00,BTC/USDT,11200.06,11798.56,11103,11752.5,263510,3.04E+09,770746
1.60E+12,06-08-2020 0:00,BTC/USDT,11752.5,11916.02,11571.78,11770.56,236459.6,2.78E+09,701917
1.60E+12,07-08-2020 0:00,BTC/USDT,11769.97,11920,11318.93,11596.06,273935.1,3.19E+09,861575
1.60E+12,08-08-2020 0:00,BTC/USDT,11596.26,11819,11513.69,11765.72,154707.3,1.81E+09,578295
1.60E+12,09-08-2020 0:00,BTC/USDT,11765.72,11811,11526.9,11685.99,125463.5,1.46E+09,506961
1.60E+12,10-08-2020 0:00,BTC/USDT,11685.99,12100,11384.9,11896.89,290418,3.45E+09,911232
1.60E+12,11-08-2020 0:00,BTC/USDT,11896.86,11944,11127,11392.64,336861.6,3.88E+09,1084362
1.60E+12,12-08-2020 0:00,BTC/USDT,11392.64,11630,11140,11568.36,213799.5,2.45E+09,757273
1.60E+12,13-08-2020 00:00,BTC/USDT,11568.37,11798,11272,11790,248214.7,2.87E+09,885018
1.60E+12,14-08-2020 00:00,BTC/USDT,11790,11868.42,11644.6,11767.89,159020,1.87E+09,584032
1.60E+12,15-08-2020 00:00,BTC/USDT,11767.89,11993.58,11682,11859.04,222263,2.64E+09,785891
1.60E+12,16-08-2020 00:00,BTC/USDT,11858.91,11945,11688,11921.23,165733.7,1.96E+09,639729
1.60E+12,17-08-2020 00:00,BTC/USDT,11921.32,12499.42,11780,12298.06,331435.1,4.03E+09,1161367
1.60E+12,18-08-2020 00:00,BTC/USDT,12298.06,12403,11810,11960.79,291349.9,3.53E+09,981973
1.60E+12,19-08-2020 00:00,BTC/USDT,11962.03,12037.05,11574.78,11763.87,313267.1,3.69E+09,1046341
1.60E+12,20-08-2020 00:00,BTC/USDT,11763.88,11888,11676.03,11857.92,130981,1.54E+09,543754
1.60E+12,21-08-2020 00:00,BTC/USDT,11858.53,11882.68,11491,11538.53,195106.5,2.28E+09,736783
1.60E+12,22-08-2020 00:00,BTC/USDT,11538.53,11689.08,11385.06,11670.47,126696.7,1.46E+09,523937
1.60E+12,23-08-2020 00:00,BTC/USDT,11670.48,11724,11522.15,11654,95608.03,1.11E+09,435619
1.60E+12,24-08-2020 00:00,BTC/USDT,11654,11831.96,11595,11753.3,108781.1,1.28E+09,483641
1.60E+12,25-08-2020 00:00,BTC/USDT,11753.29,11770,11130,11327.17,267234.8,3.06E+09,857056
1.60E+12,26-08-2020 00:00,BTC/USDT,11327.18,11548.68,11255.95,11466.22,170305,1.94E+09,589715
1.60E+12,27-08-2020 00:00,BTC/USDT,11466.22,11593,11130.82,11335.53,253778.3,2.88E+09,836864
1.60E+12,28-08-2020 00:00,BTC/USDT,11335.83,11544.88,11283.19,11526.85,129477.6,1.48E+09,540434
1.60E+12,29-08-2020 00:00,BTC/USDT,11526.85,11582,11419.34,11466.66,83715.23,9.63E+08,363971
1.60E+12,30-08-2020 00:00,BTC/USDT,11466.27,11724.12,11457.88,11714.14,113266.7,1.32E+09,432138
1.60E+12,31-08-2020 00:00,BTC/USDT,11714.13,11784.21,11575.78,11658.11,127272.4,1.49E+09,479728
1.60E+12,01-09-2020 0:00,BTC/USDT,11658.11,12061.07,11531.34,11930.18,211680.8,2.51E+09,688502
1.60E+12,02-09-2020 0:00,BTC/USDT,11930.17,11961,11156,11396.96,280412,3.23E+09,905753
1.60E+12,03-09-2020 0:00,BTC/USDT,11396.44,11475,9901.16,10141.08,487812.7,5.28E+09,1372974
1.60E+12,04-09-2020 0:00,BTC/USDT,10141.4,10635.77,9878.65,10448,432563.8,4.47E+09,1249839
1.60E+12,05-09-2020 0:00,BTC/USDT,10448,10567.87,9808.58,10168.71,399307.3,4.07E+09,1315104
1.60E+12,06-09-2020 0:00,BTC/USDT,10168.23,10348.97,10003,10258.13,190207.7,1.94E+09,771859
1.60E+12,07-09-2020 0:00,BTC/USDT,10258.13,10420.55,9879.68,10378.76,258476.9,2.62E+09,969133
1.60E+12,08-09-2020 0:00,BTC/USDT,10379.3,10443.79,9842.01,10129.02,317802.3,3.21E+09,1173460
1.60E+12,09-09-2020 0:00,BTC/USDT,10130,10346,9981.13,10219.29,151222.7,1.54E+09,640882
1.60E+12,10-09-2020 0:00,BTC/USDT,10219.29,10484.6,10211.67,10335.91,187667.9,1.94E+09,688022
1.60E+12,11-09-2020 0:00,BTC/USDT,10335.91,10397.85,10200.8,10387.81,135929.3,1.40E+09,541085
1.60E+12,12-09-2020 0:00,BTC/USDT,10387.81,10477.7,10271,10438.28,97429.04,1.01E+09,438259
1.60E+12,13-09-2020 00:00,BTC/USDT,10438.29,10580,10209.01,10327.72,159021.8,1.65E+09,556241
1.60E+12,14-09-2020 00:00,BTC/USDT,10327.72,10746.06,10241.57,10664.1,205260.2,2.16E+09,713135
1.60E+12,15-09-2020 00:00,BTC/USDT,10664.1,10923.42,10592,10776.78,247657.2,2.67E+09,786180
1.60E+12,16-09-2020 00:00,BTC/USDT,10776.88,11089.08,10661.9,10948.17,252881,2.76E+09,840472
1.60E+12,17-09-2020 00:00,BTC/USDT,10948.16,11040,10740,10935.33,186484.4,2.03E+09,658642
1.60E+12,18-09-2020 00:00,BTC/USDT,10935.97,11035,10810.1,10926.29,136028.4,1.48E+09,548421
1.60E+12,19-09-2020 00:00,BTC/USDT,10926.3,11177,10880,11073.74,126239.2,1.39E+09,537084
1.60E+12,20-09-2020 00:00,BTC/USDT,11073.2,11073.9,10751,10914.28,150450.6,1.64E+09,556991
1.60E+12,21-09-2020 00:00,BTC/USDT,10915.52,10980.69,10281,10414.73,333047.1,3.53E+09,1017541
1.60E+12,22-09-2020 00:00,BTC/USDT,10414.73,10574.08,10353.1,10523.32,179900.7,1.88E+09,628666
1.60E+12,23-09-2020 00:00,BTC/USDT,10523.32,10531.94,10132.21,10237.91,203027.5,2.11E+09,718731
1.60E+12,24-09-2020 00:00,BTC/USDT,10237.91,10837.27,10191,10724.92,241646.6,2.54E+09,849084
1.60E+12,25-09-2020 00:00,BTC/USDT,10724.91,10754.29,10551.56,10683.51,170930.8,1.82E+09,658581
1.60E+12,26-09-2020 00:00,BTC/USDT,10683.5,10827.8,10642.23,10726.5,109340.5,1.17E+09,553316
1.60E+12,27-09-2020 00:00,BTC/USDT,10726.5,10793.5,10584,10768,123440.7,1.32E+09,540964
1.60E+12,28-09-2020 00:00,BTC/USDT,10768,11024,10627.19,10691.45,187105.4,2.03E+09,652011
1.60E+12,29-09-2020 00:00,BTC/USDT,10691.94,10863.94,10631.49,10836.98,146888.3,1.58E+09,560608
1.60E+12,30-09-2020 00:00,BTC/USDT,10836.99,10845.99,10660.05,10773,132834.1,1.43E+09,527339
1.60E+12,01-10-2020 0:00,BTC/USDT,10773,10935.14,10442,10612.63,253619.6,2.71E+09,794540
1.60E+12,02-10-2020 0:00,BTC/USDT,10612.62,10660,10371.03,10565.15,224747,2.36E+09,764820
1.60E+12,03-10-2020 0:00,BTC/USDT,10565.44,10596,10491.11,10537.96,76315.91,8.04E+08,434460
1.60E+12,04-10-2020 0:00,BTC/USDT,10537.96,10694,10514,10660.16,90912.11,9.64E+08,492034
1.60E+12,05-10-2020 0:00,BTC/USDT,10660.16,10792,10608.9,10785,130589.1,1.40E+09,593867
1.60E+12,06-10-2020 0:00,BTC/USDT,10784.99,10792,10510.66,10593.65,184895.3,1.97E+09,699471
1.60E+12,07-10-2020 0:00,BTC/USDT,10593.65,10675,10540.29,10658.75,106700.5,1.13E+09,502888
1.60E+12,08-10-2020 0:00,BTC/USDT,10658.75,10958,10523,10919.45,207938.9,2.24E+09,754390
1.60E+12,09-10-2020 0:00,BTC/USDT,10919.45,11110,10818.44,11050.47,154336.8,1.70E+09,640685
1.60E+12,10-10-2020 0:00,BTC/USDT,11050.46,11494,11050.46,11294.79,199398,2.26E+09,731572
1.60E+12,11-10-2020 0:00,BTC/USDT,11294.78,11450.73,11273.77,11369.59,146323.1,1.66E+09,587941
1.60E+12,12-10-2020 0:00,BTC/USDT,11369.59,11732,11157,11530.36,254217.2,2.91E+09,781051
1.60E+12,13-10-2020 00:00,BTC/USDT,11530.37,11562,11308,11419.36,199115.1,2.28E+09,693780
1.60E+12,14-10-2020 00:00,BTC/USDT,11419.36,11550,11280.5,11417.13,192937,2.20E+09,694620
1.60E+12,15-10-2020 00:00,BTC/USDT,11417.12,11649.48,11250,11502,215260.4,2.46E+09,768321
1.60E+12,16-10-2020 00:00,BTC/USDT,11502,11538.92,11175,11318.92,212339.1,2.41E+09,725825
1.60E+12,17-10-2020 00:00,BTC/USDT,11319.51,11424.09,11250,11356.25,95892.97,1.09E+09,459443
1.60E+12,18-10-2020 00:00,BTC/USDT,11356.25,11529.93,11342.54,11501.1,92472.19,1.06E+09,444193
1.60E+12,19-10-2020 00:00,BTC/USDT,11501.5,11830,11404.01,11745,230161.6,2.68E+09,770332
1.60E+12,20-10-2020 00:00,BTC/USDT,11744.99,12045.78,11673,11900.03,312811.8,3.71E+09,1059398
1.60E+12,21-10-2020 00:00,BTC/USDT,11900.03,13240,11876,12796.07,591963.1,7.44E+09,1870576
1.60E+12,22-10-2020 00:00,BTC/USDT,12796.06,13188.27,12675.5,12968.87,343851.7,4.45E+09,1232587
1.60E+12,23-10-2020 00:00,BTC/USDT,12970.39,13043,12725.04,12925.82,237042.5,3.06E+09,897416
1.60E+12,24-10-2020 00:00,BTC/USDT,12925.82,13177.59,12871.07,13110.88,176146.6,2.30E+09,801400
1.60E+12,25-10-2020 00:00,BTC/USDT,13110.88,13369,12715,13023.81,206012.7,2.69E+09,889235
1.60E+12,26-10-2020 00:00,BTC/USDT,13024.21,13240,12729,13047.24,316503.3,4.12E+09,1105825
1.60E+12,27-10-2020 00:00,BTC/USDT,13047.24,13787.83,13041.3,13629.38,411509.5,5.53E+09,1299183
1.60E+12,28-10-2020 00:00,BTC/USDT,13629.89,13863,12876,13256.17,476993.8,6.38E+09,1564676
1.60E+12,29-10-2020 00:00,BTC/USDT,13255.79,13637.22,12965,13446.65,355352.3,4.74E+09,1247634
1.60E+12,30-10-2020 00:00,BTC/USDT,13446.65,13665.65,13100,13549.12,349890.6,4.68E+09,1245765
1.60E+12,31-10-2020 00:00,BTC/USDT,13549.12,14140,13403.36,13783.73,357853.2,4.92E+09,1344037
1.60E+12,01-11-2020 0:00,BTC/USDT,13783.73,13891.52,13605.9,13752.86,198395.2,2.73E+09,885249
1.60E+12,02-11-2020 0:00,BTC/USDT,13752.87,13823.75,13195,13540.54,327991.8,4.43E+09,1222326
1.60E+12,03-11-2020 0:00,BTC/USDT,13541.55,14070,13276.33,14016.55,348730.5,4.75E+09,1303446
1.60E+12,04-11-2020 0:00,BTC/USDT,14016.55,14280,13512,14134.31,451433.4,6.27E+09,1677175
1.60E+12,05-11-2020 0:00,BTC/USDT,14134.32,15777,14088.01,15598.75,717489.7,1.07E+10,2418730
1.60E+12,06-11-2020 0:00,BTC/USDT,15598.74,15984.2,15177,15590.96,559380.1,8.72E+09,2067927
1.60E+12,07-11-2020 0:00,BTC/USDT,15590.95,15774,14350,14824.34,457582.7,6.92E+09,1783469
1.60E+12,08-11-2020 0:00,BTC/USDT,14824.33,15678,14710,15473.2,290616.4,4.43E+09,1188596
1.60E+12,09-11-2020 0:00,BTC/USDT,15473.2,15869,14822,15328.72,474182,7.27E+09,1801578
1.60E+12,10-11-2020 0:00,BTC/USDT,15328.72,15474.17,15071,15294.68,244073.5,3.73E+09,1109192
1.61E+12,11-11-2020 0:00,BTC/USDT,15294.68,16000,15274.89,15690.24,330772.9,5.18E+09,1387218
1.61E+12,12-11-2020 0:00,BTC/USDT,15690.24,16345,15437.7,16289.02,471759.1,7.52E+09,1927371
1.61E+12,13-11-2020 00:00,BTC/USDT,16289.01,16479.99,15955.6,16320.54,306656.4,4.98E+09,1405591
1.61E+12,14-11-2020 00:00,BTC/USDT,16320.54,16326.82,15700,16064.51,266206.9,4.25E+09,1235238
1.61E+12,15-11-2020 00:00,BTC/USDT,16064.51,16161.23,15768,15952.27,210318.5,3.36E+09,1160914
1.61E+12,16-11-2020 00:00,BTC/USDT,15951.93,16882,15862,16707.07,342459.3,5.63E+09,1452989
1.61E+12,17-11-2020 00:00,BTC/USDT,16707,17890.1,16550,17670.01,524094.7,9.05E+09,2012288
1.61E+12,18-11-2020 00:00,BTC/USDT,17670.01,18520,17215.03,17788.32,732937.1,1.31E+10,2750334
1.61E+12,19-11-2020 00:00,BTC/USDT,17788.32,18200,17347.27,17811.68,406501,7.24E+09,1642647
1.61E+12,20-11-2020 00:00,BTC/USDT,17811.68,18831.6,17748.92,18664.31,407926.8,7.50E+09,1699255
1.61E+12,21-11-2020 00:00,BTC/USDT,18662.85,18986,18302.08,18721.99,342412.5,6.41E+09,1467289
1.61E+12,22-11-2020 00:00,BTC/USDT,18721.99,18780,17645.98,18435.2,373779.4,6.86E+09,1611056
1.61E+12,23-11-2020 00:00,BTC/USDT,18434.17,18812.65,18013.97,18382.07,364221.4,6.72E+09,1558298
1.61E+12,24-11-2020 00:00,BTC/USDT,18382.07,19440,18000,19179.64,477968.3,9.04E+09,2009567
1.61E+12,25-11-2020 00:00,BTC/USDT,19178.53,19554.19,18509.12,18741.67,426277,8.12E+09,1821978
1.61E+12,26-11-2020 00:00,BTC/USDT,18741.66,18940.69,16181,17155.34,850692.9,1.47E+10,3571835
1.61E+12,27-11-2020 00:00,BTC/USDT,17155.37,17465,16444.83,17144.1,398072.9,6.75E+09,1639548
1.61E+12,28-11-2020 00:00,BTC/USDT,17144.11,17880,16865.78,17717.74,268833.7,4.67E+09,1129925
1.61E+12,29-11-2020 00:00,BTC/USDT,17717.74,18343,17523,18181.09,256024,4.61E+09,1125785
1.61E+12,30-11-2020 00:00,BTC/USDT,18180.43,19944,18178.82,19720,500482.6,9.57E+09,2089768
1.61E+12,01-12-2020 0:00,BTC/USDT,19722.09,19956,18050,18772.7,553885.3,1.06E+10,2558348
1.61E+12,02-12-2020 0:00,BTC/USDT,18770.33,19365,18329.58,19207.01,335717.5,6.35E+09,1606530
1.61E+12,03-12-2020 0:00,BTC/USDT,19207.01,19640,18865,19434.3,245020.6,4.72E+09,1272309
1.61E+12,04-12-2020 0:00,BTC/USDT,19432.66,19537.16,18570,18664.2,276271.9,5.26E+09,1376095
1.61E+12,05-12-2020 0:00,BTC/USDT,18662.72,19203.46,18510,19147.62,165912.6,3.15E+09,946103
1.61E+12,06-12-2020 0:00,BTC/USDT,19147.63,19449.1,18855.35,19375.02,176004.6,3.37E+09,943780
1.61E+12,07-12-2020 0:00,BTC/USDT,19375,19446.36,18908.66,19172.88,169402.4,3.25E+09,926894
1.61E+12,08-12-2020 0:00,BTC/USDT,19172.87,19319.38,18133.33,18319.32,280714.1,5.28E+09,1351027
1.61E+12,09-12-2020 0:00,BTC/USDT,18319.33,18639.7,17650,18537.98,353123.7,6.42E+09,1673883
1.61E+12,10-12-2020 0:00,BTC/USDT,18537.97,18550,17916,18253.51,233960.2,4.27E+09,1241586
1.61E+12,11-12-2020 0:00,BTC/USDT,18254,18290.44,17555,18031.47,317866.1,5.69E+09,1563578
1.61E+12,12-12-2020 0:00,BTC/USDT,18031.71,18950,18012.21,18800,196962.3,3.64E+09,1080853
1.61E+12,13-12-2020 00:00,BTC/USDT,18800,19432,18705.46,19175.07,239760.1,4.59E+09,1182585
1.61E+12,14-12-2020 00:00,BTC/USDT,19175.06,19355.35,19004.72,19270.7,181555.8,3.48E+09,1063827
1.61E+12,15-12-2020 00:00,BTC/USDT,19270.71,19598,19039.64,19424.91,248744.1,4.81E+09,1313847
1.61E+12,16-12-2020 00:00,BTC/USDT,19424.9,21600,19274.55,21346.8,459302,9.36E+09,2298208
1.61E+12,17-12-2020 00:00,BTC/USDT,21346.81,23888.04,21231.5,22816.99,823435.8,1.87E+10,4179029
1.61E+12,18-12-2020 00:00,BTC/USDT,22816.99,23330,22363.94,23124.35,305997.2,7.00E+09,1812455
1.61E+12,19-12-2020 00:00,BTC/USDT,23124.35,24281.61,22735.81,23847.28,337535.4,7.94E+09,1930474
1.61E+12,20-12-2020 00:00,BTC/USDT,23847.28,24376,23076.25,23472.96,322289.8,7.61E+09,1951223
