unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,pct_chagnge
1.62907E+12,44424,BTC/USDT,47006.02,48074.23,45682.03,45926.23,412537.61,19341043031,0.03
1.62899E+12,44423,BTC/USDT,47083.75,47388.75,45480,47006.02,370950.81,17184325859,0.02
1.6289E+12,44422,BTC/USDT,47792.52,48300,46000,47083.74,374368.8,17592436753,0
1.62881E+12,44421,BTC/USDT,44385.09,47980.69,44208.88,47792.52,438025.46,20268188739,0.02
1.62873E+12,44420,BTC/USDT,45522.13,46226.67,43800,44385.09,468276.06,21002449071,-0.07
1.62864E+12,44419,BTC/USDT,45589.99,46754.27,45354,45522.12,390660.57,18016171890,0.03
1.62855E+12,44418,BTC/USDT,46259.7,46800,44670.05,45589.99,460478.86,20993395643,0
1.62847E+12,44417,BTC/USDT,43787.71,46483,42785,46259.7,626220.5,28215980002,0.01
1.62838E+12,44416,BTC/USDT,44601.11,45350,43265,43787.71,553684.7,24546996022,-0.05
1.62829E+12,44415,BTC/USDT,42825.43,44753.01,42395.2,44601.11,583750.89,25434912724,0.02
1.62821E+12,44414,BTC/USDT,40882.39,43400,39849.82,42825.43,653451.15,27084444322,-0.04
1.62812E+12,44413,BTC/USDT,39731.31,41350,37291,40882.4,746249.71,29293280084,-0.05
1.62804E+12,44412,BTC/USDT,38201.33,39975.32,37500,39731.31,479560.47,18566815768,-0.03
1.62795E+12,44411,BTC/USDT,39147.47,39774.93,37600,38203.26,517219.52,19870811472,-0.04
1.62786E+12,44410,BTC/USDT,39846.78,40450,38658,39147.48,451872.13,17868768676,0.02
1.62778E+12,44409,BTC/USDT,41448.1,42614.98,39350.4,39846.78,487529.04,20123271134,0.02
1.62769E+12,44408,BTC/USDT,42202.6,42494,41030.19,41448.11,381521.9,15885174209,0.04
1.6276E+12,44407,BTC/USDT,40012.89,42316.6,38320,42203.25,561474.31,22382077431,0.02
1.62752E+12,44406,BTC/USDT,40003.08,40665,39203.83,40012.9,463917.87,18494873370,-0.05
1.62743E+12,44405,BTC/USDT,39448.06,40894,38753,40003.08,736196.23,29337785847,0
1.62734E+12,44404,BTC/USDT,37218.09,39546.34,36384.31,39442.33,675104.16,25492243891,-0.01
1.62726E+12,44403,BTC/USDT,35370.67,48168.6,35185.49,37218.09,1162332.86,44475672629,-0.06
1.62717E+12,44402,BTC/USDT,34230,35400,33812,35370.66,404114.84,13893942171,-0.05
1.62708E+12,44401,BTC/USDT,33631.74,34471,33379.81,34230,376046.03,12732082909,-0.03
1.627E+12,44400,BTC/USDT,32268.12,33650,31970.82,33634.46,404650.02,13173247546,-0.02
1.62691E+12,44399,BTC/USDT,32120,32583.48,31700,32268.11,397258.94,12754500029,-0.04
1.62683E+12,44398,BTC/USDT,29775.89,32883.9,29472.41,32120,787077.39,24708991011,0
1.62674E+12,44397,BTC/USDT,30823.62,31050,29242.24,29775.9,602688.19,17961608394,-0.07
1.62665E+12,44396,BTC/USDT,31765.23,31890,30358.77,30823.62,486305.63,15114690214,0.04
1.62657E+12,44395,BTC/USDT,31496.65,32435.93,31075.1,31767,412189.4,13084053081,0.03
1.62648E+12,44394,BTC/USDT,31382.96,31945,31150.02,31496.65,422650.42,13327067039,-0.01
1.62639E+12,44393,BTC/USDT,31865.53,32245,31018.59,31382.95,516577.74,16377889184,0
1.62631E+12,44392,BTC/USDT,32803,33170,31140,31866.43,539111.67,17249306210,0.02
1.62622E+12,44391,BTC/USDT,32708.66,33176.47,31556.02,32803.01,521140.41,16871855472,0.03
1.62613E+12,44390,BTC/USDT,33070.86,33336,32186.99,32709.09,466567.71,15294563607,0
1.62605E+12,44389,BTC/USDT,34253.88,34662.73,32650,33070.87,502747.76,16891641370,0.01
1.62596E+12,44388,BTC/USDT,33497.98,34629.62,33306.03,34253.81,343905.35,11640701256,0.04
1.62588E+12,44387,BTC/USDT,33805.01,34248.58,33010,33497.98,410271.98,13822726227,-0.02
1.62579E+12,44386,BTC/USDT,32855,34100,32250,33805.01,485662.88,16088319381,0.01
1.6257E+12,44385,BTC/USDT,33845.63,33910,32066,32852.04,650317.66,21360817083,-0.03
1.62562E+12,44384,BTC/USDT,34206,35089.56,33756.48,33845.64,456218.91,15756590092,0.03
1.62553E+12,44383,BTC/USDT,33672.72,35120,33500,34206.01,644229.01,22007603921,0.01
1.62544E+12,44382,BTC/USDT,35280.17,35281.55,33032,33672.72,736706.41,25080538854,-0.02
1.62536E+12,44381,BTC/USDT,34653.32,35955.55,34340.75,35280.16,451001.56,15913944818,0.05
1.62527E+12,44380,BTC/USDT,33760.94,34948.16,33296.98,34652.94,510614.26,17523073398,-0.02
1.62518E+12,44379,BTC/USDT,33489.96,33960,32684,33760.94,664923.2,22117194904,-0.03
1.6251E+12,44378,BTC/USDT,35031.39,35044.98,32672.04,33489.96,758966.49,25510026886,-0.01
1.62501E+12,44377,BTC/USDT,35910.64,36089.96,34042.74,35031.39,719742.98,25089717254,0.05
1.62492E+12,44376,BTC/USDT,34486.58,36623,34206,35911.26,806140.33,28651151982,0.03
1.62484E+12,44375,BTC/USDT,34687.71,35279.38,33855,34487.22,706158.55,24347802822,-0.04
1.62475E+12,44374,BTC/USDT,32250.15,34762,31960,34687.71,897147.45,29675701648,0.01
1.62467E+12,44373,BTC/USDT,31569.18,32720.52,30120,32255.56,1091384.75,34169368151,-0.07
1.62458E+12,44372,BTC/USDT,34644.65,35500,31250,31568.07,1093051.38,36220815800,-0.02
1.62449E+12,44371,BTC/USDT,33650,35406.74,32300,34644.64,774899.17,26142284529,0.1
1.62441E+12,44370,BTC/USDT,32496,34867.77,31711.5,33649,960700.37,32385728391,-0.03
1.62432E+12,44369,BTC/USDT,31606,33274,28780.01,32496,1531824.85,48118035156,-0.03
1.62423E+12,44368,BTC/USDT,35588.63,35746.28,31250.51,31606,1397330.66,45999742163,-0.03
1.62415E+12,44367,BTC/USDT,35483.01,36155,33312,35588.64,829896.44,28839255735,0.13
1.62406E+12,44366,BTC/USDT,35811.41,36471.8,34704.08,35483,642185.38,22933053074,0
1.62397E+12,44365,BTC/USDT,38060.71,38198,35100,35811.41,790379.25,29108720481,0.01
1.62389E+12,44364,BTC/USDT,38344.97,39565,37334.76,38060.71,603849.86,23274089670,0.06
1.6238E+12,44363,BTC/USDT,40132.86,40495,38105,38344.97,673235.5,26431149487,0.01
1.62372E+12,44362,BTC/USDT,40489.1,41413,39500,40132.86,632066.99,25426404029,0.05
1.62363E+12,44361,BTC/USDT,38993.66,41000,38720,40489.1,704979.88,28043323954,0.01
1.62354E+12,44360,BTC/USDT,35535.95,39374.18,34739.06,38993.65,647035.31,23729185500,-0.04
1.62346E+12,44359,BTC/USDT,37300.41,37432.95,34585.9,35537.05,623532.48,22229082761,-0.09
1.62337E+12,44358,BTC/USDT,36669.65,37679.54,35900,37300.42,586122.9,21668792471,0.05
1.62328E+12,44357,BTC/USDT,37369.99,38489,35750,36669.66,803185.7,29775084408,-0.02
1.6232E+12,44356,BTC/USDT,33372.58,37511.31,32390,37368.45,1031014.09,36050659489,0.02
1.62311E+12,44355,BTC/USDT,33550.97,34061.57,30969,33372.58,976693.03,31912200461,-0.11
1.62302E+12,44354,BTC/USDT,35801.71,36820,33200,33550.96,636735.87,22666564580,0.01
1.62294E+12,44353,BTC/USDT,35497.93,36521.16,35201.86,35801.71,443601.06,15937978041,0.07
1.62285E+12,44352,BTC/USDT,36828.03,37900.49,34800,35498.62,631028.45,22946553087,-0.01
1.62276E+12,44351,BTC/USDT,39247.4,39297.35,35552.51,36828.03,700625.87,25922946607,0.04
1.62268E+12,44350,BTC/USDT,37570,39470,37150.15,39247.4,507429.01,19590443295,0.07
1.62259E+12,44349,BTC/USDT,36694.37,38232.99,35905,37569.99,441719.81,16479965808,-0.04
1.62251E+12,44348,BTC/USDT,37244.36,37893.76,35500,36693.41,590822.54,21609364827,-0.02
1.62242E+12,44347,BTC/USDT,35651.8,37500,34150,37243.38,635082.12,22929964892,0.01
1.62233E+12,44346,BTC/USDT,34611.95,36501,33356,35651.81,511834.75,18116421636,-0.04
1.62225E+12,44345,BTC/USDT,35670.99,37375,33650,34611.94,733902.83,25787790807,-0.03
1.62216E+12,44344,BTC/USDT,38527.38,38888.35,34689.57,35670.99,832363.43,30299787312,0.03
1.62207E+12,44343,BTC/USDT,39224.21,40438.82,37133.22,38527.38,543338.57,21083767719,0.08
1.62199E+12,44342,BTC/USDT,38326.84,40900,37804.76,39224.2,577032.81,22649858074,0.02
1.6219E+12,44341,BTC/USDT,38783.58,39790.05,36439.32,38326.84,598836.41,22712004629,-0.02
1.62181E+12,44340,BTC/USDT,34656.53,39917.09,34366,38779.66,707903.07,26315302277,0.01
1.62173E+12,44339,BTC/USDT,37436,38261.71,31096.7,34651.6,996815.02,34118866979,-0.11
1.62164E+12,44338,BTC/USDT,37210.01,38851.34,35201.11,37432.58,588166.78,21993863635,0.08
1.62156E+12,44337,BTC/USDT,40500,42270.42,33400,37211.02,930671.75,35509680104,-0.01
1.62147E+12,44336,BTC/USDT,36689.14,42460,34882,40500.3,775185.11,30672617975,0.09
1.62138E+12,44335,BTC/USDT,42882.54,43615.93,28688,36689.14,1373851.85,52959873010,-0.09
1.6213E+12,44334,BTC/USDT,43565.11,45846.61,42268,42882.53,590358.59,25938880317,0.17
1.62121E+12,44333,BTC/USDT,46429.28,46655,42151,43566.18,809129.37,35658317192,0.02
1.62112E+12,44332,BTC/USDT,46794.62,49829.39,43866,46429.28,604537.63,28364127432,0.07
1.62104E+12,44331,BTC/USDT,49873.26,50709.43,46584.32,46793.41,442023.5,21481317003,0.01
1.62095E+12,44330,BTC/USDT,49706.27,51533,48870.41,49873.27,319069,16003223042,0.07
1.62086E+12,44329,BTC/USDT,49596.75,51358,45596.32,49707.9,652476.69,32261339755,0
1.62078E+12,44328,BTC/USDT,56712.7,58049.99,48503.74,49595.76,472329.15,25827757900,0
1.62069E+12,44327,BTC/USDT,55869.41,56908.66,54541.33,56710.43,267226.1,14894271373,0.14
1.6206E+12,44326,BTC/USDT,58292.53,59654,53250,55869.67,396237.13,22695249845,-0.01
1.62052E+12,44325,BTC/USDT,58926.36,59335.19,56316,58292.53,245954.01,14240035981,0.04
1.62043E+12,44324,BTC/USDT,57350.89,59590.96,56961.25,58924.98,264906.73,15519326694,0.01
1.62035E+12,44323,BTC/USDT,56435.35,58800,55300,57350.88,256159.5,14595837164,-0.03
1.62026E+12,44322,BTC/USDT,57497.76,58450,55297.91,56435.35,275471.2,15686629190,-0.02
1.62017E+12,44321,BTC/USDT,53263.32,57940,52880.38,57497.77,317811.71,17803582010,0.02
1.62009E+12,44320,BTC/USDT,57214.84,57253.76,53094.59,53263.32,388988.75,21460954657,-0.07
1.62E+12,44319,BTC/USDT,56630.34,59056.59,56500.65,57214.83,271733.97,15734811253,0.07
1.61991E+12,44318,BTC/USDT,57836.35,57959.97,56100,56630.33,203712.52,11572672993,-0.01
1.61983E+12,44317,BTC/USDT,57688.29,58488.17,57051.23,57836.34,207854.4,12008585818,0.02
1.61974E+12,44316,BTC/USDT,53558.57,57935,53043.62,57684.16,294683.75,16384605221,0
1.61965E+12,44315,BTC/USDT,54861.76,55222.02,52350,53558.8,257045.19,13822718179,-0.07
1.61957E+12,44314,BTC/USDT,55006.25,56574.13,53852,54861.77,263170.56,14420430888,0.02
1.61948E+12,44313,BTC/USDT,53984.34,55500,53225.14,55006.25,225440.36,12306057432,0
1.6194E+12,44312,BTC/USDT,49063.94,54364.89,48763,53984.33,390494.15,20594394185,-0.02
1.61931E+12,44311,BTC/USDT,50094.27,50577.9,46930.43,49063.94,310306.5,15286993330,-0.09
1.61922E+12,44310,BTC/USDT,51122.63,51183.51,48690,50092.4,299663.13,14965045327,0.02
1.61914E+12,44309,BTC/USDT,51714.62,52152,47546.16,51122.62,554666.03,27531602634,0.02
1.61905E+12,44308,BTC/USDT,53794.72,55470.51,50534.34,51714.61,453489.19,24205456559,0.01
1.61896E+12,44307,BTC/USDT,56411.25,56756.78,53610,53800,252601.97,13965417340,0.04
1.61888E+12,44306,BTC/USDT,55634.38,57060,53330.82,56410.56,324494.09,17936263516,0.05
1.61879E+12,44305,BTC/USDT,56140.05,57532.7,54200,55634.39,285041.72,15980367368,-0.01
1.6187E+12,44304,BTC/USDT,60090.14,60450,50050,56140.05,522006.28,29025717494,0.01
1.61862E+12,44303,BTC/USDT,61424.67,62610,59620,60090.14,194112.3,11862499746,0.07
1.61853E+12,44302,BTC/USDT,63232.56,63600,60100,61424.67,255765.89,15740427372,0.02
1.61844E+12,44301,BTC/USDT,63018.34,63905.83,62157.89,63232.55,178604.2,11249310340,0.03
1.61836E+12,44300,BTC/USDT,63645.05,64986.11,61404,63019.1,323454.88,20512671253,0
1.61827E+12,44299,BTC/USDT,59911.19,63850,59873.01,63649.71,279389.49,17408986053,0.01
1.61819E+12,44298,BTC/USDT,60093.26,61449.91,59500,59911.18,196147.56,11824507198,-0.06
1.6181E+12,44297,BTC/USDT,59832.43,60816.88,59304.02,60090.2,148499.82,8896497492,0
1.61801E+12,44296,BTC/USDT,58176.04,61800,57943.95,59832.43,240907.59,14476191585,0
1.61793E+12,44295,BTC/USDT,58122.93,58950,57700,58176.03,141690.14,8260112161,-0.03
1.61784E+12,44294,BTC/USDT,56018.17,58200,55759.13,58122.26,161389.86,9238696877,0
1.61775E+12,44293,BTC/USDT,58060,58720,55536.07,56018.18,265271.71,15106714001,-0.04
1.61767E+12,44292,BTC/USDT,59243.4,59626.18,57500,58059.99,165562.03,9681501017,0.04
1.61758E+12,44291,BTC/USDT,58234.61,59385,56808.94,59243.39,174338.65,10144751892,0.02
1.61749E+12,44290,BTC/USDT,57134.65,58553,56517.23,58234.61,152454.12,8785593781,-0.02
1.61741E+12,44289,BTC/USDT,59028.99,59925,56900,57134.65,198636.17,11672141258,-0.02
1.61732E+12,44288,BTC/USDT,58797.56,60397.85,58490.03,59031.36,189391.96,11251166315,0.03
1.61724E+12,44287,BTC/USDT,58810.99,59592.22,58002,58794.01,196332.11,11561694923,0
1.61715E+12,44286,BTC/USDT,58794.17,59920,56812,58807.24,337038.35,19776038992,0
1.61706E+12,44285,BTC/USDT,57676.14,59560,57110,58794.16,232824.07,13629362092,0
1.61698E+12,44284,BTC/USDT,55804.16,58490.11,54931.15,57677.64,277215.27,15858571873,-0.02
1.61689E+12,44283,BTC/USDT,55828,56588.31,54694.91,55805.08,200603.77,11188756873,-0.03
1.6168E+12,44282,BTC/USDT,55030,56658.76,54001,55828,234435.35,12939134316,0
1.61672E+12,44281,BTC/USDT,51325.21,55123,51260,55030,271957.84,14483003308,-0.01
1.61663E+12,44280,BTC/USDT,52307.89,53255.2,50452.08,51325.21,416848.09,21627711387,-0.07
1.61654E+12,44279,BTC/USDT,54400,57234.79,51666,52311.54,394172.53,21637316949,0.02
1.61646E+12,44278,BTC/USDT,54129.56,55890.68,52981.4,54400,276199.04,15088688823,0.04
1.61637E+12,44277,BTC/USDT,57415.19,58500,53635.81,54129.56,293062.95,16556509290,0
1.61628E+12,44276,BTC/USDT,58144.44,58638.7,55403.55,57415.18,237518.7,13576194107,0.06
1.6162E+12,44275,BTC/USDT,58089.11,59948,57881,58145.61,203680.15,12000524069,0.01
1.61611E+12,44274,BTC/USDT,57700.01,59550,56301.27,58089.11,259039.48,15107378224,0
1.61603E+12,44273,BTC/USDT,58959.01,60510,57072,57700.01,305100.03,17876750421,-0.01
1.61594E+12,44272,BTC/USDT,56953.23,59078.79,54154.93,58959,339397.71,19076274045,0.02
1.61585E+12,44271,BTC/USDT,55646.61,56988,53335,56954.19,339718.2,18756792660,-0.03
1.61577E+12,44270,BTC/USDT,59037.11,60740,54517.28,55646.61,448820.83,25683051452,-0.02
1.61568E+12,44269,BTC/USDT,61267.41,61798,59005,59037.12,231991.9,14012489135,0.06
1.61559E+12,44268,BTC/USDT,57291.04,61950,56136,61267.41,320322.17,18993462517,0.04
1.61551E+12,44267,BTC/USDT,57842.64,58186.33,55074.3,57291.03,335495.04,19043301949,-0.06
1.61542E+12,44266,BTC/USDT,55949.3,58283,54356.44,57844.52,364681.32,20569039537,0.01
1.61533E+12,44265,BTC/USDT,54917.78,57500.92,53061,55947.98,401159.49,22279865577,-0.03
1.61525E+12,44264,BTC/USDT,52429.43,54950,51880,54917.78,285604.8,15409273884,-0.02
1.61516E+12,44263,BTC/USDT,50991.35,52450,49310,52429.43,308339.87,15655716339,-0.05
1.61508E+12,44262,BTC/USDT,48908.21,51480,48908.21,50995.27,248398.12,12500440245,-0.03
1.61499E+12,44261,BTC/USDT,48772.68,49253.63,47090,48908.21,215092.91,10381734354,-0.04
1.6149E+12,44260,BTC/USDT,48385.77,49470,46320,48770.57,354602.76,16912469979,0
1.61482E+12,44259,BTC/USDT,50373.75,51800,47500,48385.77,387428.96,19138827121,-0.01
1.61473E+12,44258,BTC/USDT,48454.21,52681.51,48110.66,50373.75,350311.23,17795826816,0.04
1.61464E+12,44257,BTC/USDT,49594.99,50221.77,47058.06,48450.57,273100.44,13251422043,-0.04
1.61456E+12,44256,BTC/USDT,45162.64,49800,44972.49,49592.7,315659.93,15061638936,0.02
1.61447E+12,44255,BTC/USDT,46097.09,46678,43002.05,45163.36,370358.83,16549302263,-0.09
1.61438E+12,44254,BTC/USDT,46313.12,48476.05,44926.77,46102.63,256027.07,12038528819,0.02
1.6143E+12,44253,BTC/USDT,47087.97,48438.01,44100,46313.13,440670.32,20499678357,0
1.61421E+12,44252,BTC/USDT,49702.05,52134.96,46685.43,47089.37,349943.02,17447887800,0.02
1.61412E+12,44251,BTC/USDT,48930.01,51435.58,47000,49702.03,333415.22,16590055729,0.06
1.61404E+12,44250,BTC/USDT,54125.55,54260.12,44893.82,48930,748737.46,36297078765,-0.02
1.61395E+12,44249,BTC/USDT,57475.5,57591.87,47751.42,54121.1,480660.19,25951996710,0.11
1.61387E+12,44248,BTC/USDT,55908.45,58472.14,55564.5,57487.43,196820.57,11254047091,0.06
1.61378E+12,44247,BTC/USDT,56005.85,57699,53905,55917.41,240296.31,13529409885,-0.03
1.61369E+12,44246,BTC/USDT,51612.46,56582,50800,56004.1,257911.87,13784775686,0
1.61361E+12,44245,BTC/USDT,52194.62,52640,50948,51619.7,185489.89,9627115934,-0.08
1.61352E+12,44244,BTC/USDT,49197.93,52800,49029.62,52194.62,312007.46,15897490859,0.01
1.61343E+12,44243,BTC/USDT,47981.6,50953.44,47101.02,49197.94,343592.01,16865499630,-0.06
1.61335E+12,44242,BTC/USDT,48655.21,49100,45349.21,47981.58,248960.4,11872149327,-0.02
1.61326E+12,44241,BTC/USDT,47221.63,49875.16,47093.16,48655.21,241935.67,11797051403,0.01
1.61317E+12,44240,BTC/USDT,47364,48290,46252.1,47221.62,199965.4,9438075938,-0.03
1.61309E+12,44239,BTC/USDT,48060.21,49278.98,46121,47361.03,259186.29,12341281000,0
1.613E+12,44238,BTC/USDT,44850,48810,44038.97,48060.21,330540.05,15468624716,0.01
1.61292E+12,44237,BTC/USDT,46492.53,47475,43770,44850,334979.02,15286260788,-0.07
1.61283E+12,44236,BTC/USDT,46451.32,48266.36,45057.65,46492.54,381477.43,17820342807,0.04
1.61274E+12,44235,BTC/USDT,38849.24,47146,38037,46451.32,440167.09,18769855155,0
1.61266E+12,44234,BTC/USDT,39249.53,39757.87,37403.27,38849.25,296721.93,11466152233,-0.16
1.61257E+12,44233,BTC/USDT,38357.17,40992.4,38269,39249.54,310826.32,12369698321,0.01
1.61248E+12,44232,BTC/USDT,36975.19,38411.82,36586.68,38362.65,196277.44,7395595525,-0.02
1.6124E+12,44231,BTC/USDT,37651.92,38833,36233,36976.93,306715.02,11507154016,-0.04
1.61231E+12,44230,BTC/USDT,35504.07,37700,35410,37652.51,240308.08,8788925455,0.02
1.61222E+12,44229,BTC/USDT,33546.08,36041,33450,35504.06,239856.23,8364687573,-0.06
1.61214E+12,44228,BTC/USDT,33125.11,34720,32322.47,33546.09,240632.33,8121385637,-0.06
1.61205E+12,44227,BTC/USDT,34284.76,34393.22,32193.04,33126.21,211293.89,7052326919,-0.01
1.61196E+12,44226,BTC/USDT,34267.04,34988.88,32849.06,34289.85,267861.87,9109013883,0.04
1.61188E+12,44225,BTC/USDT,33399.99,38641.1,31960,34269.35,713579.79,25293550972,0
1.61179E+12,44224,BTC/USDT,30382.96,33778.95,29843.33,33399.75,311528.37,9909261735,-0.03
1.61171E+12,44223,BTC/USDT,32474.81,32562.2,29240,30381.04,431022.84,13269633441,-0.09
1.61162E+12,44222,BTC/USDT,32253.68,32950,30810,32474.14,346861.71,11060562208,0.07
1.61153E+12,44221,BTC/USDT,32274.88,34880,31921.47,32253.68,316687.52,10588161979,-0.01
1.61145E+12,44220,BTC/USDT,32086.48,33125.75,30914.2,32275.63,212107.04,6824806447,0
1.61136E+12,44219,BTC/USDT,32990.08,33495,31405,32086.48,256776.41,8300485557,-0.01
1.61127E+12,44218,BTC/USDT,30875.77,33831.52,28880,32986.34,453568.54,14265924157,0.03
1.61119E+12,44217,BTC/USDT,35499.23,35636.17,30069.9,30879.97,550562.28,17863845664,-0.06
1.6111E+12,44216,BTC/USDT,35891.74,36461.44,33403,35500,329192.42,11521126166,0.15
1.61101E+12,44215,BTC/USDT,36690,37961,35850,35891.03,257889.42,9530202433,0.01
1.61093E+12,44214,BTC/USDT,35875.72,37547.94,34808.47,36686.86,253386.7,9167208120,0.02
1.61084E+12,44213,BTC/USDT,36025.65,36898,33863.5,35869.83,287686.13,10206002445,-0.02
1.61076E+12,44212,BTC/USDT,36755.25,38000,35366,36025.66,301102.48,11103654690,0
1.61067E+12,44211,BTC/USDT,39163.31,39790,34478,36755.24,437610.11,16148530126,0.02
1.61058E+12,44210,BTC/USDT,37416.34,40189.39,36764.33,39163.31,353142.39,13663753723,0.07
1.6105E+12,44209,BTC/USDT,34065.53,37880,32420,37421.07,398188.09,13803091615,-0.04
1.61041E+12,44208,BTC/USDT,35406.92,36693.44,32600,34056.9,449065.69,15590695939,-0.09
1.61032E+12,44207,BTC/USDT,38200.01,38322.18,30448,35408.46,906275.65,30742156595,0.04
1.61024E+12,44206,BTC/USDT,40136.05,41412.12,35268,38221.67,436759.05,17027093435,0.08
1.61015E+12,44205,BTC/USDT,40638.91,41539.88,38733.28,40136.04,260882.81,10520523013,0.05
1.61006E+12,44204,BTC/USDT,39498.32,42125.51,36539.77,40637.23,518080.83,20667265854,0.01
1.60998E+12,44203,BTC/USDT,36825.77,40565.62,36337.36,39498.92,520147.91,19955559505,-0.03
1.60989E+12,44202,BTC/USDT,33999.51,37037.51,33356.46,36823.68,444019.83,15515216052,-0.07
1.6098E+12,44201,BTC/USDT,32029.55,34500,29900,33999.52,433720.83,13959353459,-0.08
1.60972E+12,44200,BTC/USDT,33053.93,33653.56,27800,32031.07,506128.02,15879195836,-0.06
1.60963E+12,44199,BTC/USDT,32198.41,34832.25,32000.02,33054.53,487486.99,16389111412,0.03
1.60955E+12,44198,BTC/USDT,29337.15,33480,28958.24,32199.91,545541.08,17122938615,-0.03
1.60946E+12,44197,BTC/USDT,28948.19,29668.86,28627.12,29337.16,210716.4,6157505024,-0.09
1.60937E+12,44196,BTC/USDT,28906.99,29376.7,27848,28951.68,313648.84,9030623930,-0.01
1.60929E+12,44195,BTC/USDT,27402.83,29063.72,27401,28906.99,374737.66,10558400367,0
1.6092E+12,44194,BTC/USDT,27101.45,27441.73,25913.01,27402.83,260759.45,6956813210,-0.05
1.60911E+12,44193,BTC/USDT,26301.76,27538.82,26117.1,27102.66,267563.47,7224208282,-0.01
1.60903E+12,44192,BTC/USDT,26508.84,28459.84,25850,26305.64,540264.15,14678578952,-0.03
1.60894E+12,44191,BTC/USDT,24729.99,26926,24507.24,26508.83,367265.56,9382122680,0.01
1.60885E+12,44190,BTC/USDT,23738.75,24827.64,23450,24730,284523.43,6874550223,-0.07
1.60877E+12,44189,BTC/USDT,23237.73,23819.81,22700,23737.44,237754.26,5517917922,-0.04
1.60868E+12,44188,BTC/USDT,23826.74,24235.42,22572.52,23238.27,394754.94,9276578417,-0.02
1.6086E+12,44187,BTC/USDT,22736.05,23850,22387,23826.99,326124.31,7526843284,0.03
1.60851E+12,44186,BTC/USDT,23472.96,24145,21920,22730.1,476456.59,11000495257,-0.05
1.60842E+12,44185,BTC/USDT,23847.28,24376,23076.25,23472.96,322289.77,7612660738,0.03
1.60834E+12,44184,BTC/USDT,23124.35,24281.61,22735.81,23847.28,337535.44,7938307874,0.02
1.60825E+12,44183,BTC/USDT,22816.99,23330,22363.94,23124.35,305997.22,7000308999,-0.03
1.60816E+12,44182,BTC/USDT,21346.81,23888.04,21231.5,22816.99,823435.82,18707295908,-0.01
1.60808E+12,44181,BTC/USDT,19424.9,21600,19274.55,21346.8,459302.01,9357131524,-0.06
1.60799E+12,44180,BTC/USDT,19270.71,19598,19039.64,19424.91,248744.05,4809598930,-0.09
1.6079E+12,44179,BTC/USDT,19175.06,19355.35,19004.72,19270.7,181555.82,3480597165,-0.01
1.60782E+12,44178,BTC/USDT,18800,19432,18705.46,19175.07,239760.09,4594353525,0
1.60773E+12,44177,BTC/USDT,18031.71,18950,18012.21,18800,196962.28,3641762063,-0.02
1.60764E+12,44176,BTC/USDT,18254,18290.44,17555,18031.47,317866.07,5689740184,-0.04
1.60756E+12,44175,BTC/USDT,18537.97,18550,17916,18253.51,233960.24,4271592591,0.01
1.60747E+12,44174,BTC/USDT,18319.33,18639.7,17650,18537.98,353123.69,6424799134,0.02
1.60739E+12,44173,BTC/USDT,19172.87,19319.38,18133.33,18319.32,280714.13,5279747287,-0.01
1.6073E+12,44172,BTC/USDT,19375,19446.36,18908.66,19172.88,169402.37,3249551714,0.05
1.60721E+12,44171,BTC/USDT,19147.63,19449.1,18855.35,19375.02,176004.61,3370639869,0.01
1.60713E+12,44170,BTC/USDT,18662.72,19203.46,18510,19147.62,165912.65,3145507861,-0.01
1.60704E+12,44169,BTC/USDT,19432.66,19537.16,18570,18664.2,276271.94,5260370304,-0.03
1.60695E+12,44168,BTC/USDT,19207.01,19640,18865,19434.3,245020.58,4724323629,0.04
1.60687E+12,44167,BTC/USDT,18770.33,19365,18329.58,19207.01,335717.48,6352815849,-0.01
1.60678E+12,44166,BTC/USDT,19722.09,19956,18050,18772.7,553885.33,10601482195,-0.02
1.60669E+12,44165,BTC/USDT,18180.43,19944,18178.82,19720,500482.57,9568806967,0.05
1.60661E+12,44164,BTC/USDT,17717.74,18343,17523,18181.09,256024.01,4609730542,-0.08
1.60652E+12,44163,BTC/USDT,17144.11,17880,16865.78,17717.74,268833.75,4666900540,-0.03
1.60644E+12,44162,BTC/USDT,17155.37,17465,16444.83,17144.1,398072.93,6748491428,-0.03
1.60635E+12,44161,BTC/USDT,18741.66,18940.69,16181,17155.34,850692.86,14698559977,0
1.60626E+12,44160,BTC/USDT,19178.53,19554.19,18509.12,18741.67,426276.99,8117262498,0.09
1.60618E+12,44159,BTC/USDT,18382.07,19440,18000,19179.64,477968.29,9042446486,0.02
1.60609E+12,44158,BTC/USDT,18434.17,18812.65,18013.97,18382.07,364221.38,6718716198,-0.04
1.606E+12,44157,BTC/USDT,18721.99,18780,17645.98,18435.2,373779.42,6856294688,0
1.60592E+12,44156,BTC/USDT,18662.85,18986,18302.08,18721.99,342412.49,6408035133,0.02
1.60583E+12,44155,BTC/USDT,17811.68,18831.6,17748.92,18664.31,407926.8,7497709363,0
1.60574E+12,44154,BTC/USDT,17788.32,18200,17347.27,17811.68,406500.98,7243709977,-0.05
1.60566E+12,44153,BTC/USDT,17670.01,18520,17215.03,17788.32,732937.1,13108477651,0
1.60557E+12,44152,BTC/USDT,16707,17890.1,16550,17670.01,524094.7,9050160241,-0.01
